"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
3064,0,"Great Britain","femme",50,"universite","Employed","moyen","zone rurale",10,"vehicule individuel","employe",10
3065,0,"Slovenia","homme",44,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",8
3066,0,"Sweden","homme",49,"universite","Not Employed","tres faible","grande ville",65,"marche","sans emploi",9
3067,0,"Netherlands","homme",48,"secondaire","Employed","tres faible","petite-moyenne ville",30,"vehicule individuel","employe",3
3068,0,"Slovenia","homme",40,"universite","Employed","eleve","petite-moyenne ville",20,"vehicule individuel","employe",7
3069,0,"Slovenia","homme",44,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",7
3070,0,"Greece","femme",49,"secondaire","Not Employed","tres faible","grande ville",50,"transport collectif","sans emploi",3
3071,0,"Germany","femme",58,"secondaire inferieur","Employed","moyen","grande ville",60,"vehicule individuel","employe",5
3072,0,"Slovakia","femme",20,"secondaire","Not Employed","faible","grande ville",15,"transport collectif","sans emploi",8
3073,1,"Poland","homme",44,"secondaire","Employed","faible","petite-moyenne ville",35,"velo","employe",8
3074,0,"Great Britain","femme",60,"secondaire inferieur","Not Employed","faible","zone rurale",40,"vehicule individuel","sans emploi",7
3075,0,"Greece","femme",22,"universite","Not Employed","moyen","petite-moyenne ville",20,"marche","sans emploi",9
3076,0,"Slovenia","femme",41,"secondaire","Employed","faible","zone rurale",15,"vehicule individuel","employe",7
3077,0,"Slovenia","femme",26,"universite","Employed","moyen","zone rurale",15,"vehicule individuel","employe",10
3078,1,"Slovenia","homme",38,"universite","Employed","tres eleve","zone rurale",34,"marche","employe",5
3079,1,"Slovenia","homme",49,"secondaire inferieur","Employed","moyen","grande ville",10,"velo","employe",10
3080,0,"Slovenia","homme",51,"universite","Employed","faible","grande ville",15,"vehicule individuel","employe",7
3081,0,"Slovenia","femme",37,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",9
3082,1,"France","homme",29,"secondaire","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",8
3083,0,"Poland","homme",33,"secondaire inferieur","Not Employed","moyen","grande ville",5,"vehicule individuel","sans emploi",10
3084,0,"Portugal","femme",43,"secondaire","Employed","faible","grande ville",10,"vehicule individuel","employe",8
3085,0,"Spain","homme",41,"universite","Not Employed","faible","grande ville",45,"marche","sans emploi",7
3086,0,"Greece","femme",21,"universite","Not Employed","tres faible","petite-moyenne ville",90,"marche","sans emploi",2
3087,0,"Bulgaria","homme",47,"universite","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",1
3088,0,"Sweden","homme",52,"secondaire","Employed","moyen","zone rurale",40,"vehicule individuel","employe",5
3089,0,"Slovenia","femme",48,"universite","Employed","faible","zone rurale",15,"vehicule individuel","employe",9
3090,0,"Greece","femme",19,"secondaire","Not Employed","moyen","aire metropolitaine",45,"transport collectif","sans emploi",8
3091,0,"Ireland","homme",39,"universite","Employed","moyen","grande ville",15,"vehicule individuel","employe",4
3092,0,"Slovenia","homme",31,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",5
3093,1,"Slovenia","femme",43,"universite","Employed","faible","petite-moyenne ville",15,"velo","employe",8
3094,0,"Italy","homme",50,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",8
3095,0,"Spain","femme",59,"secondaire","Employed","moyen","grande ville",60,"vehicule individuel","employe",5
3096,0,"Greece","homme",50,"universite","Employed","moyen","aire metropolitaine",15,"marche","employe",9
3097,0,"Great Britain","femme",27,"secondaire","Employed","eleve","petite-moyenne ville",25,"vehicule individuel","employe",9
3098,1,"Greece","homme",54,"universite","Employed","eleve","grande ville",90,"marche","employe",7
3099,0,"Greece","femme",51,"secondaire","Not Employed","tres faible","aire metropolitaine",40,"marche","sans emploi",8
3100,0,"Italy","homme",25,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",7
3101,0,"Romania","femme",42,"secondaire","Employed","moyen","grande ville",45,"transport collectif","employe",9
3102,1,"Slovenia","femme",23,"premier cycle","Not Employed","moyen","zone rurale",30,"velo","sans emploi",9
3103,0,"Greece","femme",29,"secondaire","Not Employed","eleve","aire metropolitaine",90,"vehicule individuel","sans emploi",8
3104,0,"Poland","femme",23,"secondaire","Not Employed","moyen","grande ville",30,"marche","sans emploi",3
3105,0,"Great Britain","femme",50,"universite","Not Employed","faible","petite-moyenne ville",30,"transport collectif","sans emploi",5
3106,0,"Slovenia","homme",39,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",7
3107,0,"Greece","femme",20,"universite","Not Employed","tres faible","petite-moyenne ville",60,"marche","sans emploi",2
3108,0,"Italy","homme",52,"universite","Not Employed","tres faible","petite-moyenne ville",60,"marche","sans emploi",6
3109,0,"Slovenia","femme",35,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",7
3110,0,"Slovenia","femme",28,"universite","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",5
3111,0,"Greece","femme",26,"universite","Employed","moyen","aire metropolitaine",40,"transport collectif","employe",3
3112,0,"Slovenia","homme",48,"universite","Employed","moyen","zone rurale",90,"vehicule individuel","employe",7
3113,0,"Great Britain","femme",50,"secondaire","Not Employed","eleve","petite-moyenne ville",210,"vehicule individuel","sans emploi",8
3114,0,"France","homme",41,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",6
3115,0,"France","homme",43,"secondaire","Not Employed","tres faible","aire metropolitaine",60,"marche","sans emploi",8
3116,0,"Slovenia","femme",21,"secondaire inferieur","Not Employed","faible","zone rurale",35,"marche","sans emploi",7
3117,0,"Portugal","femme",35,"universite","Employed","eleve","aire metropolitaine",5,"vehicule individuel","employe",6
3118,0,"Great Britain","femme",49,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",6
3119,0,"Belgium","femme",54,"universite","Employed","moyen","zone rurale",25,"vehicule individuel","employe",7
3120,0,"Germany","femme",34,"universite","Employed","eleve","grande ville",30,"vehicule individuel","employe",5
3121,0,"Sweden","homme",26,"universite","Employed","moyen","aire metropolitaine",30,"transport collectif","employe",5
3122,0,"Greece","homme",26,"secondaire","Not Employed","moyen","grande ville",20,"vehicule individuel","sans emploi",8
3123,0,"France","homme",58,"universite","Employed","moyen","zone rurale",90,"marche","employe",5
3124,0,"Romania","femme",46,"universite","Employed","faible","grande ville",55,"vehicule individuel","employe",8
3125,0,"Sweden","homme",35,"secondaire","Employed","eleve","aire metropolitaine",20,"vehicule individuel","employe",3
3126,0,"Germany","femme",56,"universite","Employed","moyen","zone rurale",20,"vehicule individuel","employe",7
3127,0,"Greece","homme",50,"universite","Not Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","sans emploi",6
3128,0,"France","femme",37,"secondaire","Employed","sans reponse","petite-moyenne ville",45,"vehicule individuel","employe",5
3129,0,"Slovenia","femme",26,"secondaire","Employed","tres faible","zone rurale",20,"transport collectif","employe",7
3130,0,"Slovenia","homme",25,"secondaire","Not Employed","moyen","zone rurale",60,"vehicule individuel","sans emploi",8
3131,0,"Greece","femme",18,"universite","Not Employed","moyen","grande ville",15,"marche","sans emploi",3
3132,0,"Poland","femme",30,"universite","Employed","moyen","petite-moyenne ville",15,"marche","employe",5
3133,0,"Slovenia","femme",30,"universite","Employed","moyen","zone rurale",5,"vehicule individuel","employe",9
3134,0,"Great Britain","femme",50,"universite","Employed","moyen","petite-moyenne ville",30,"transport collectif","employe",5
3135,0,"Slovenia","femme",26,"universite","Employed","moyen","zone rurale",70,"vehicule individuel","employe",7
3136,0,"Greece","femme",50,"secondaire","Not Employed","tres faible","zone rurale",10,"marche","sans emploi",1
3137,0,"Greece","femme",32,"universite","Employed","moyen","aire metropolitaine",35,"marche","employe",8
3138,0,"Poland","homme",53,"universite","Employed","moyen","aire metropolitaine",45,"vehicule individuel","employe",8
3139,1,"Slovenia","homme",54,"secondaire","Employed","moyen","petite-moyenne ville",15,"velo","employe",8
3140,0,"Denmark","homme",59,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",1
3141,1,"Slovenia","homme",26,"universite","Employed","moyen","petite-moyenne ville",15,"marche","employe",1
3142,0,"France","homme",27,"secondaire","Employed","eleve","grande ville",45,"vehicule individuel","employe",10
3143,0,"France","homme",42,"universite","Employed","moyen","zone rurale",15,"vehicule individuel","employe",1
3144,0,"Latvia","homme",47,"universite","Employed","moyen","aire metropolitaine",45,"vehicule individuel","employe",10
3145,0,"Denmark","femme",57,"universite","Employed","sans reponse","zone rurale",30,"vehicule individuel","employe",8
3146,0,"Bulgaria","femme",46,"secondaire","Employed","faible","grande ville",10,"transport collectif","employe",9
3147,0,"Spain","homme",33,"secondaire","Employed","faible","aire metropolitaine",20,"vehicule individuel","employe",2
3148,0,"Austria","homme",28,"secondaire inferieur","Employed","faible","petite-moyenne ville",35,"vehicule individuel","employe",7
3149,0,"Italy","homme",38,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",90,"vehicule individuel","sans emploi",9
3150,0,"Slovenia","homme",47,"secondaire","Not Employed","faible","zone rurale",150,"vehicule individuel","sans emploi",4
3151,0,"Czech Republic","femme",50,"secondaire","Not Employed","faible","petite-moyenne ville",15,"transport collectif","sans emploi",9
3152,0,"Italy","homme",43,"secondaire inferieur","Not Employed","faible","zone rurale",25,"vehicule individuel","sans emploi",7
3153,0,"Slovenia","homme",32,"premier cycle","Not Employed","faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",7
3154,1,"Belgium","femme",56,"universite","Not Employed","faible","petite-moyenne ville",20,"velo","sans emploi",8
3155,0,"Greece","homme",27,"universite","Employed","tres eleve","grande ville",15,"vehicule individuel","employe",9
3156,0,"Czech Republic","femme",26,"premier cycle","Not Employed","faible","petite-moyenne ville",60,"transport collectif","sans emploi",3
3157,0,"Slovenia","femme",36,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",10
3158,0,"Greece","femme",21,"secondaire","Not Employed","faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",3
3159,0,"Slovenia","femme",40,"secondaire","Employed","tres faible","petite-moyenne ville",20,"marche","employe",4
3160,0,"Slovenia","homme",44,"universite","Employed","moyen","zone rurale",40,"vehicule individuel","employe",8
3161,1,"Greece","femme",50,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",65,"velo","sans emploi",4
3162,0,"Sweden","femme",60,"secondaire","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",6
3163,0,"Slovakia","homme",39,"universite","Not Employed","moyen","petite-moyenne ville",20,"marche","sans emploi",8
3164,0,"Sweden","homme",30,"premier cycle","Employed","faible","petite-moyenne ville",10,"vehicule individuel","employe",4
3165,0,"Poland","femme",26,"secondaire","Not Employed","moyen","petite-moyenne ville",40,"vehicule individuel","sans emploi",5
3166,0,"Sweden","femme",29,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",9
3167,0,"Spain","femme",54,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",8
3168,0,"Greece","homme",18,"universite","Not Employed","tres faible","petite-moyenne ville",25,"transport collectif","sans emploi",1
3169,0,"Spain","femme",56,"secondaire","Employed","moyen","petite-moyenne ville",12,"vehicule individuel","employe",9
3170,0,"Belgium","femme",34,"universite","Not Employed","moyen","grande ville",30,"marche","sans emploi",5
3171,1,"Slovenia","femme",23,"secondaire","Not Employed","moyen","petite-moyenne ville",45,"marche","sans emploi",4
3172,0,"Slovenia","homme",25,"secondaire","Not Employed","moyen","grande ville",35,"transport collectif","sans emploi",5
3173,0,"Greece","homme",18,"secondaire","Not Employed","moyen","grande ville",100,"transport collectif","sans emploi",9
3174,1,"Great Britain","homme",58,"secondaire","Employed","faible","grande ville",90,"velo","employe",8
3175,0,"Denmark","femme",45,"universite","Employed","moyen","grande ville",20,"vehicule individuel","employe",8
3176,0,"Spain","femme",28,"secondaire","Employed","moyen","zone rurale",100,"vehicule individuel","employe",6
3177,0,"Greece","femme",25,"universite","Employed","moyen","aire metropolitaine",45,"marche","employe",3
3178,0,"Austria","femme",42,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",10,"transport collectif","sans emploi",5
3179,0,"Hungary","femme",29,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",7
3180,0,"Greece","femme",20,"universite","Not Employed","eleve","aire metropolitaine",15,"transport collectif","sans emploi",3
3181,0,"Slovenia","homme",50,"secondaire","Employed","moyen","petite-moyenne ville",60,"marche","employe",9
3182,0,"Slovenia","homme",34,"universite","Employed","moyen","zone rurale",25,"vehicule individuel","employe",10
3183,1,"Poland","homme",56,"universite","Not Employed","moyen","grande ville",30,"velo","sans emploi",8
3184,0,"Greece","femme",51,"universite","Not Employed","faible","aire metropolitaine",10,"vehicule individuel","sans emploi",4
3185,0,"Greece","femme",28,"universite","Employed","faible","grande ville",15,"vehicule individuel","employe",5
3186,1,"Slovenia","homme",32,"secondaire","Not Employed","moyen","zone rurale",90,"marche","sans emploi",10
3187,0,"Ireland","femme",28,"universite","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
3188,0,"Slovenia","femme",20,"secondaire","Not Employed","eleve","zone rurale",75,"marche","sans emploi",9
3189,1,"Austria","homme",43,"secondaire inferieur","Employed","moyen","zone rurale",10,"velo","employe",2
3190,0,"Austria","homme",51,"secondaire","Employed","moyen","grande ville",15,"transport collectif","employe",7
3191,0,"Slovenia","homme",27,"universite","Employed","faible","petite-moyenne ville",65,"vehicule individuel","employe",9
3192,0,"Portugal","femme",17,"universite","Employed","eleve","petite-moyenne ville",50,"marche","employe",8
3193,1,"Poland","femme",22,"secondaire","Not Employed","moyen","petite-moyenne ville",120,"marche","sans emploi",9
3194,0,"Portugal","femme",27,"universite","Not Employed","tres faible","grande ville",35,"transport collectif","sans emploi",7
3195,0,"Austria","homme",50,"secondaire","Employed","tres eleve","zone rurale",80,"vehicule individuel","employe",7
3196,0,"Croatia","homme",22,"secondaire inferieur","Not Employed","moyen","zone rurale",105,"marche","sans emploi",10
3197,0,"Slovakia","femme",50,"secondaire","Not Employed","tres faible","zone rurale",130,"transport collectif","sans emploi",7
3198,0,"Slovenia","femme",25,"secondaire","Not Employed","tres faible","grande ville",30,"vehicule individuel","sans emploi",6
3199,0,"Portugal","femme",34,"universite","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",7
3200,0,"Italy","femme",50,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",9
3201,0,"Slovenia","femme",36,"universite","Employed","moyen","petite-moyenne ville",8,"vehicule individuel","employe",9
3202,0,"Finland","femme",31,"universite","Employed","eleve","grande ville",50,"vehicule individuel","employe",2
3203,0,"Portugal","femme",47,"universite","Employed","faible","petite-moyenne ville",40,"transport collectif","employe",9
3204,0,"Portugal","femme",34,"universite","Employed","moyen","zone rurale",40,"vehicule individuel","employe",8
3205,0,"Austria","femme",43,"secondaire inferieur","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",7
3206,1,"Finland","homme",35,"secondaire inferieur","Employed","faible","grande ville",25,"marche","employe",7
3207,0,"Austria","homme",30,"secondaire","Employed","moyen","petite-moyenne ville",25,"marche","employe",5
3208,0,"Spain","homme",56,"secondaire","Employed","moyen","grande ville",15,"vehicule individuel","employe",9
3209,0,"Spain","homme",36,"universite","Not Employed","faible","petite-moyenne ville",25,"marche","sans emploi",7
3210,0,"Austria","femme",31,"secondaire","Employed","moyen","zone rurale",45,"vehicule individuel","employe",9
3211,1,"Finland","femme",34,"universite","Employed","moyen","grande ville",30,"velo","employe",9
3212,0,"Greece","homme",24,"universite","Employed","tres faible","zone rurale",17,"vehicule individuel","employe",7
3213,0,"Portugal","homme",26,"secondaire","Employed","faible","zone rurale",4,"vehicule individuel","employe",9
3214,0,"Belgium","homme",38,"secondaire","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",7
3215,0,"Greece","homme",33,"secondaire","Employed","moyen","grande ville",20,"vehicule individuel","employe",7
3216,1,"Austria","homme",46,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",30,"marche","sans emploi",9
3217,0,"Portugal","femme",25,"universite","Not Employed","moyen","grande ville",25,"transport collectif","sans emploi",8
3218,0,"Austria","homme",26,"secondaire","Employed","moyen","zone rurale",0,"vehicule individuel","employe",8
3219,0,"Portugal","femme",29,"universite","Employed","moyen","grande ville",10,"vehicule individuel","employe",7
3220,0,"Belgium","femme",40,"secondaire","Employed","moyen","petite-moyenne ville",50,"transport collectif","employe",8
3221,1,"Netherlands","homme",23,"secondaire","Not Employed","eleve","petite-moyenne ville",50,"marche","sans emploi",8
3222,0,"Portugal","homme",21,"secondaire","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",7
3223,0,"Denmark","femme",39,"secondaire","Employed","faible","petite-moyenne ville",25,"transport collectif","employe",7
3224,0,"Belgium","homme",54,"secondaire inferieur","Not Employed","moyen","zone rurale",90,"vehicule individuel","sans emploi",8
3225,0,"Greece","femme",24,"universite","Not Employed","moyen","aire metropolitaine",10,"vehicule individuel","sans emploi",7
3226,0,"Great Britain","homme",56,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",7
3227,0,"Portugal","homme",44,"secondaire","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",8
3228,0,"Estonia","femme",24,"universite","Employed","moyen","petite-moyenne ville",30,"marche","employe",5
3229,0,"Finland","homme",51,"secondaire inferieur","Not Employed","faible","zone rurale",5,"vehicule individuel","sans emploi",5
3230,0,"Greece","femme",38,"universite","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
3231,0,"Finland","homme",50,"universite","Not Employed","moyen","petite-moyenne ville",45,"vehicule individuel","sans emploi",8
3232,1,"Belgium","homme",39,"secondaire","Employed","sans reponse","petite-moyenne ville",20,"velo","employe",7
3233,0,"Germany","homme",55,"secondaire inferieur","Employed","sans reponse","zone rurale",20,"vehicule individuel","employe",5
3234,0,"Portugal","femme",54,"secondaire","Employed","moyen","grande ville",15,"marche","employe",10
3235,0,"Finland","femme",32,"secondaire","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",8
3236,0,"Ireland","femme",16,"secondaire","Not Employed","eleve","petite-moyenne ville",30,"marche","sans emploi",7
3237,0,"Austria","homme",23,"universite","Not Employed","tres faible","aire metropolitaine",30,"transport collectif","sans emploi",9
3238,0,"Austria","femme",56,"universite","Not Employed","moyen","zone rurale",30,"vehicule individuel","sans emploi",5
3239,0,"Greece","homme",29,"secondaire","Not Employed","tres eleve","petite-moyenne ville",12,"vehicule individuel","sans emploi",8
3240,0,"Sweden","homme",26,"universite","Employed","moyen","grande ville",40,"marche","employe",7
3241,0,"Portugal","femme",41,"secondaire","Employed","faible","aire metropolitaine",5,"vehicule individuel","employe",6
3242,1,"Slovenia","homme",37,"secondaire","Employed","eleve","petite-moyenne ville",15,"velo","employe",7
3243,0,"Austria","homme",39,"secondaire","Employed","eleve","aire metropolitaine",50,"vehicule individuel","employe",6
3244,0,"Great Britain","femme",47,"secondaire","Not Employed","moyen","grande ville",30,"vehicule individuel","sans emploi",7
3245,1,"Poland","homme",52,"secondaire","Employed","moyen","petite-moyenne ville",25,"marche","employe",8
3246,0,"Great Britain","homme",49,"universite","Not Employed","tres faible","zone rurale",45,"vehicule individuel","sans emploi",9
3247,0,"Bulgaria","femme",37,"secondaire","Employed","eleve","grande ville",40,"vehicule individuel","employe",8
3248,0,"Finland","femme",55,"secondaire inferieur","Employed","sans reponse","aire metropolitaine",60,"transport collectif","employe",8
3249,0,"Portugal","femme",21,"universite","Not Employed","moyen","petite-moyenne ville",60,"marche","sans emploi",8
3250,0,"Ireland","homme",53,"universite","Not Employed","faible","petite-moyenne ville",45,"marche","sans emploi",7
3251,0,"Portugal","homme",21,"secondaire","Not Employed","moyen","zone rurale",45,"vehicule individuel","sans emploi",9
3252,0,"Portugal","homme",38,"secondaire","Employed","moyen","grande ville",40,"vehicule individuel","employe",9
3253,0,"Finland","homme",40,"universite","Employed","moyen","petite-moyenne ville",10,"marche","employe",5
3254,1,"Finland","femme",48,"secondaire","Not Employed","sans reponse","grande ville",30,"velo","sans emploi",10
3255,0,"Greece","homme",24,"universite","Not Employed","moyen","petite-moyenne ville",70,"marche","sans emploi",1
3256,1,"Bulgaria","femme",32,"universite","Employed","moyen","grande ville",60,"marche","employe",10
3257,0,"Finland","femme",49,"secondaire","Not Employed","tres faible","grande ville",120,"vehicule individuel","sans emploi",5
3258,0,"Portugal","homme",34,"universite","Employed","moyen","aire metropolitaine",45,"vehicule individuel","employe",8
3259,0,"Austria","femme",52,"secondaire inferieur","Employed","sans reponse","petite-moyenne ville",285,"vehicule individuel","employe",6
3260,0,"Poland","femme",27,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"transport collectif","sans emploi",5
3261,1,"Greece","homme",54,"universite","Employed","faible","aire metropolitaine",70,"marche","employe",1
3262,0,"Denmark","homme",41,"secondaire","Employed","moyen","petite-moyenne ville",60,"transport collectif","employe",7
3263,0,"France","femme",39,"universite","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",8
3264,0,"Portugal","homme",28,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",7
3265,0,"Poland","homme",37,"secondaire","Employed","faible","petite-moyenne ville",40,"vehicule individuel","employe",6
3266,0,"Finland","femme",18,"secondaire inferieur","Not Employed","tres faible","zone rurale",45,"transport collectif","sans emploi",6
3267,0,"Netherlands","homme",49,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",25,"vehicule individuel","sans emploi",5
3268,0,"Portugal","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",5,"marche","employe",8
3269,0,"Portugal","homme",52,"secondaire","Not Employed","faible","zone rurale",45,"vehicule individuel","sans emploi",10
3270,1,"Austria","homme",25,"secondaire","Not Employed","tres faible","aire metropolitaine",25,"velo","sans emploi",8
3271,0,"Portugal","homme",40,"universite","Employed","eleve","grande ville",40,"vehicule individuel","employe",2
3272,0,"Portugal","homme",24,"secondaire","Employed","faible","aire metropolitaine",20,"vehicule individuel","employe",10
3273,0,"Greece","homme",26,"universite","Employed","moyen","petite-moyenne ville",30,"marche","employe",1
3274,0,"Finland","homme",59,"secondaire","Not Employed","faible","petite-moyenne ville",5,"vehicule individuel","sans emploi",7
3275,0,"Ireland","homme",57,"universite","Not Employed","sans reponse","petite-moyenne ville",70,"marche","sans emploi",5
3276,0,"Portugal","femme",47,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",8
3277,0,"Portugal","homme",24,"universite","Not Employed","moyen","grande ville",15,"transport collectif","sans emploi",4
3278,0,"Portugal","femme",31,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",8
3279,0,"Italy","homme",55,"secondaire","Employed","moyen","zone rurale",45,"vehicule individuel","employe",8
3280,0,"Spain","homme",44,"universite","Employed","eleve","aire metropolitaine",20,"vehicule individuel","employe",8
3281,0,"Finland","homme",40,"secondaire inferieur","Not Employed","tres faible","zone rurale",10,"vehicule individuel","sans emploi",9
3282,0,"Spain","femme",51,"secondaire","Employed","tres faible","aire metropolitaine",10,"vehicule individuel","employe",8
3283,0,"Portugal","femme",33,"universite","Employed","tres faible","zone rurale",20,"vehicule individuel","employe",7
3284,0,"Portugal","homme",33,"secondaire","Not Employed","faible","petite-moyenne ville",7,"vehicule individuel","sans emploi",9
3285,0,"Portugal","femme",26,"universite","Not Employed","faible","zone rurale",10,"vehicule individuel","sans emploi",10
3286,0,"Portugal","femme",41,"universite","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",10
3287,0,"Greece","homme",53,"universite","Not Employed","faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",10
3288,0,"Portugal","femme",50,"secondaire","Employed","faible","aire metropolitaine",25,"vehicule individuel","employe",8
3289,0,"Portugal","femme",53,"universite","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",8
3290,1,"Belgium","homme",25,"universite","Employed","faible","petite-moyenne ville",55,"velo","employe",6
3291,0,"Austria","femme",56,"secondaire","Not Employed","faible","petite-moyenne ville",30,"transport collectif","sans emploi",7
3292,0,"Portugal","homme",51,"secondaire","Employed","faible","petite-moyenne ville",20,"marche","employe",8
3293,0,"Portugal","homme",33,"universite","Employed","faible","aire metropolitaine",55,"marche","employe",9
3294,0,"Portugal","femme",32,"secondaire","Employed","faible","petite-moyenne ville",10,"vehicule individuel","employe",5
3295,0,"Greece","femme",52,"universite","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",3
3296,0,"Sweden","femme",37,"universite","Employed","moyen","grande ville",240,"transport collectif","employe",6
3297,0,"Portugal","femme",29,"secondaire","Employed","tres faible","aire metropolitaine",20,"vehicule individuel","employe",7
3298,0,"Spain","homme",56,"universite","Employed","moyen","grande ville",20,"vehicule individuel","employe",9
3299,0,"Spain","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
3300,1,"Slovenia","homme",16,"premier cycle","Not Employed","moyen","grande ville",70,"velo","sans emploi",7
3301,0,"Lithuania","femme",46,"universite","Employed","faible","grande ville",15,"vehicule individuel","employe",7
3302,0,"Portugal","femme",32,"universite","Not Employed","faible","petite-moyenne ville",20,"marche","sans emploi",8
3303,0,"Finland","femme",44,"universite","Employed","moyen","aire metropolitaine",20,"vehicule individuel","employe",9
3304,1,"Greece","homme",49,"universite","Not Employed","faible","aire metropolitaine",75,"velo","sans emploi",8
3305,0,"Greece","femme",27,"secondaire","Not Employed","moyen","aire metropolitaine",30,"marche","sans emploi",8
3306,0,"Greece","homme",28,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",3
3307,0,"Slovenia","homme",54,"secondaire","Not Employed","sans reponse","grande ville",50,"marche","sans emploi",7
3308,0,"Portugal","femme",31,"universite","Not Employed","faible","grande ville",30,"transport collectif","sans emploi",9
3309,0,"Ireland","femme",57,"universite","Not Employed","tres faible","zone rurale",35,"vehicule individuel","sans emploi",5
3310,0,"Belgium","homme",27,"secondaire inferieur","Employed","faible","zone rurale",35,"vehicule individuel","employe",4
3311,0,"Austria","homme",47,"secondaire inferieur","Employed","eleve","aire metropolitaine",70,"marche","employe",5
3312,0,"Finland","homme",30,"secondaire","Employed","tres faible","petite-moyenne ville",10,"marche","employe",6
3313,0,"Denmark","femme",47,"secondaire","Employed","faible","zone rurale",15,"vehicule individuel","employe",7
3314,0,"Greece","homme",24,"universite","Not Employed","moyen","aire metropolitaine",60,"transport collectif","sans emploi",3
3315,0,"Belgium","homme",20,"secondaire","Not Employed","moyen","zone rurale",35,"vehicule individuel","sans emploi",7
3316,0,"Finland","femme",31,"universite","Employed","faible","grande ville",30,"marche","employe",6
3317,0,"Ireland","femme",21,"secondaire","Not Employed","faible","grande ville",75,"vehicule individuel","sans emploi",7
3318,0,"Finland","homme",35,"secondaire","Not Employed","tres faible","zone rurale",15,"vehicule individuel","sans emploi",4
3319,0,"Finland","homme",27,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",9
3320,0,"Portugal","homme",25,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",8
3321,0,"Portugal","homme",37,"secondaire","Employed","faible","petite-moyenne ville",50,"vehicule individuel","employe",9
3322,0,"Slovenia","femme",28,"secondaire","Employed","moyen","zone rurale",35,"vehicule individuel","employe",7
3323,0,"Slovenia","femme",32,"universite","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",8
3324,0,"Hungary","femme",24,"secondaire","Employed","faible","zone rurale",30,"vehicule individuel","employe",3
